source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
Business Standard,http://www.business-standard.com/article/news-ians/landslide-blocks-nh2-disrupting-traffic-to-and-from-manipur-116071000262_1.html,8901,07/10/2016 12:00:00 AM,,"National Highway 2, near Kohima, Nagaland, India","Manipur's road-link with the rest of the country was severely disrupted on Sunday as a landslide blocked National Highway 2 near the Nagaland capital Kohima. ""All available personnel and machinery are being used to remove the debris from the road,"" an official told IANS over phone from Kohima. NH 2 and NH 37 are the two main road links between the state and the rest of the country. However, it is feared that there may be fresh landlsides as heavy downpour continued to lash most of the northeastern states.","National Highway 2, near Kohima, Nagaland, India",25km,landslide,downpour,medium,above_road,0.0,0.0,,,,glc,8901.0,India,IN,Nagaland,92113.0,Kohima,12.96831,07/11/2016 08:08:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1318,25.7902
e-pao.net,http://e-pao.net/GP.asp?src=21..210810.aug10,2283,08/19/2010 12:00:00 AM,,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur","Imphal, August 20 2010:   At the same time, another landslide had occurred yesterday near Kisima between Mao Gate and Kohima which virtually cut off the Nagaland capital from the rest of the country.  Meanwhile, our Tamenglong correspondent, Daniel Kamei reported that following heavy rains during the past week, a massive mud slide has occurred at Khongsang village which completely cut off the road between Tamenglong and Imphal.  The mudslide occurred 2 km from Khongsang.  Many vehicles bound for Imphal or Nungba have returned to Tamenglong. Uncertain date: 13 - 19th.","2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",5km,mudslide,downpour,medium,unknown,0.0,,,,,glc,2283.0,India,IN,Manipur,223523.0,Imphal,46.36778,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.4957,24.8961
Telegraph India,http://www.telegraphindia.com/1120915/jsp/siliguri/story_15979380.jsp#.UQ8y7h2x-3I,4552,09/14/2012 12:00:00 AM,,"Takdah, West Bengal","Landslides triggered by heavy overnight rain in the hills caused extensive damage in six tea gardens but planters said the digging being done under the 100-day rural job scheme was making the soil come loose.While work had to be stopped for the day in Takdah and Lopchu gardens because of the slides, Bannockburn, Phoobshering, Ging and Pussimbing reported loss of many tea bushes.“Takdah received around 18 inches of rainfall in the last 24 hours. Around 160 labourer quarters have suffered damage. A 40ft road in Takdah has been washed away in four places and five culverts have been damaged in landslides. There is no approach road to the garden factory now,” said Sandeep Mukherjee, the principal advisor to the Darjeeling Tea Association.","Takdah, West Bengal",5km,landslide,downpour,medium,unknown,,,,,,glc,4552.0,India,IN,Sikkim,3596.0,Jorethang,8.50592,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.3603,27.0377
myrepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=8836,1099,08/18/2009 01:00:00 PM,,"Takti,(near Chukha) along Phuentsholing-Thimphu highway ","A massive landslide yesterday around 1 pm at Takti, on the Phuentsholing-Thimphu highway, killed a Dantak site supervisor on the spot and swept away a tipper truck with its driver and assistant.","Takti,(near Chukha) along Phuentsholing-Thimphu highway ",5km,landslide,downpour,medium,unknown,1.0,,,,,glc,1099.0,Bhutan,BT,Chhukha,2855.0,Tsimasham,7.17535,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,89.5744,27.044
Sciency Thoughts,http://sciencythoughts.blogspot.com/2014/05/seven-members-of-one-family-killed-by.html,6016,05/09/2014 11:00:00 PM,,"Satgarakul Village, Karimganj, Assam State","Seven members of a single family have been killed by a landslide that struck their home in the village of Satkoragool in the Karimganj District of Assam State, India, overnight between Friday 9 May and Saturday 10 May/2014. Nobody witnessed the incident, which occurred during heavy rain, but neighbours found that part of a hillside had collapsed onto the home, burying it under a debris heap of mud rocks and trees. The bodies of Lubub Uddin (45), his wife Saina Begam (35). and their five children, aged between two and eleven were all recovered from the site.","Satgarakul Village, Karimganj, Assam State",1km,landslide,rain,small,unknown,7.0,0.0,,,,glc,6016.0,India,IN,Assam,55290.0,Karīmganj,0.3326,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.3576,24.8669
Newkerala,http://www.newkerala.com/july.php?action=fullnews&id=56364,215,08/28/2007 12:00:00 AM,,Phesema area at National Highway 39,multiple landslides in  the area causing road closures,Phesema area at National Highway 39,50km,landslide,rain,medium,unknown,1.0,,,,,glc,215.0,India,IN,Nāgāland,92113.0,Kohima,21.1995,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.9136,25.7428
eKantipur,http://www.ekantipur.com/2015/07/01/top-story/mechi-highway-obstructed-by-landslide/407280.html,7044,07/01/2015 09:00:00 AM,,Harkate-Kiteni section of Mechi highway,Landslides at five locations along roads,Harkate-Kiteni section of Mechi highway,25km,landslide,downpour,medium,above_road,0.0,0.0,,,,glc,7044.0,Nepal,NP,Eastern Region,10109.0,Mirik,12.00003,07/01/2015 09:01:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.0839,26.8366
sciencythoughts.blogspot.com,http://sciencythoughts.blogspot.com/2013/09/man-killed-in-darjeeling-landslide.html,5533,09/16/2013 03:00:00 PM,,"Kalimpong, West Bengal","A construction worker has been killed in a landslide at Kalimpong in the Darjeeling District of West Bengal State, India. Witnesses report the landslip was quite small, and buried two men, one of whom was able to dig himself out. However the second man was trapped beneath an iron mesh, used to contain building materials, causing delays in digging him out. The worker was taken to a local hospital but declared dead on arrival. He has been named as Ritesh Chettri, a 30 year old man from Bhalukhop. The incident happened on Monday 16 September 2013 following heavy rain in the area over the weekend","Kalimpong, West Bengal",5km,landslide,downpour,small,unknown,1.0,,,,,glc,5533.0,India,IN,Bengal,43000.0,Kālimpang,0.96259,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.4674,27.0599
Indian Express,http://indianexpress.com/article/india/india-others/several-houses-swept-away-in-mudslide-in-the-mizoram-town-of-phullen/,7780,08/26/2015 12:00:00 AM,,Sailam village,"A few casualties have been reported, including a driver in his 20s who later died in a hospital after the vehicle he was driving was buried by a landslide near Sailam village, about 75 kms south of Aizawl, this past weekend.",Sailam village,5km,landslide,continuous_rain,medium,above_road,1.0,0.0,,,,glc,7780.0,India,IN,Mizoram,5963.0,Thenzawl,5.91871,06/20/2016 05:45:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.7878,23.3572
E-PAO,http://www.indiablooms.com/EnvironmentDetailsPage/environmentDetails190810a.php,2281,08/19/2010 06:00:00 PM,,"Kisima, Nagaland","At the same time, another landslide had occurred yesterday near Kisima between Mao Gate and Kohima which virtually cut off the Nagaland capital from the rest of the country.","Kisima, Nagaland",5km,landslide,downpour,medium,above_road,,,,,,glc,2281.0,India,IN,Nāgāland,92113.0,Kohima,11.44167,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.11603493,25.61560252
morungexpress,http://www.morungexpress.com/local/50546.html,1996,06/17/2010 07:30:00 PM,,"Shayoung Ward(?), Longleng, Nagaland","Longleng, June 18 (MExN): Property worth lakh of rupees was destroyed when a thatched house belonging to one Hemshi Phiom was washed away by landslide at Longleng district. The incident occurred at Shayoung Ward around 7.30 pm last night due to monsoon rain. None of the household goods could be saved as it was washed away completely by the landslide. There was no report of human causality.","Shayoung Ward(?), Longleng, Nagaland",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,1996.0,India,IN,Nāgāland,33748.0,Tuensang,19.34297,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.8833,26.4333
thestatesman.net,http://www.thestatesman.net/page.news.php?clid=10&theme=&usrsess=1&id=169578,260,09/11/2007 12:00:00 AM,,"National Highway 31A, between Singtam and Rangpo","occurred in afternoon, slide was 40 m long, disrupted traffic","National Highway 31A, between Singtam and Rangpo",5km,debris_flow,rain,medium,unknown,,,,,,glc,260.0,India,IN,,6133.0,Singtām,2.84126,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.4909,27.2084
Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,6283,09/22/2014 12:00:00 AM,,Dakhingaon,"Flash flood and landslides continued to cause devastation in Guwahati for the second day today with the death toll due to landslip rising to four. Two persons died in two separate incidents of landslides in Lalmati and Dakhingaon, whereas a woman was injured in another landslide incident at Batahghuli.",Dakhingaon,1km,landslide,rain,small,unknown,0.0,0.0,,,,glc,6283.0,India,IN,Assam,2000.0,Dispur,4.61338,10/21/2014 02:27:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7548,26.1314
Nagaland Post,https://issuu.com/nagalandpost90/docs/july_13__2016,8930,07/11/2016 11:00:00 PM,,"North Point Colony, Akuluto, Nagaland, India","A massive landslide occurred at North Point Colony, Akuluto on July 11 at around 11p.m. According an official bulletin, SDO (civil) Akuluto, Kikumsangla Jamir, who visited the affected area, said five houses were damaged badly and the road leading to colony was also blocked.  Local residents and personnel of 8th NAP, B Coy helped in clearing the road and also the affected families.","North Point Colony, Akuluto, Nagaland, India",1km,landslide,unknown,large,unknown,0.0,0.0,,,,glc,8930.0,India,IN,Nagaland,34021.0,Mokokchūng,17.35373,07/13/2016 04:47:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.4922,26.1699
rttnews,http://www.rttnews.com/ArticleView.aspx?Id=758386&SMap=1,869,10/29/2008 12:00:00 AM,,North Lakhimpur ,"flooding and landslides, Floods and landslides caused by heavy rains over the last three days have killed at least seven people and displaced thousands more in the northeastern states of India",North Lakhimpur ,50km,landslide,downpour,medium,unknown,,,,,,glc,869.0,India,IN,Assam,59841.0,North Lakhimpur,1.31739,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1167,27.2333
Business Standard,http://www.business-standard.com/article/pti-stories/2-dead-unknown-number-missing-in-myanmar-jade-mine-landslide-115010800596_1.html,6656,01/06/2015 07:05:00 PM,,"Mawmaungbon village, Hpakant",The landslide is believed to have occurred after debris heaped beside the mine collapsed after it was loosened by heavy rains.,"Mawmaungbon village, Hpakant",5km,other,downpour,medium,mine,4.0,0.0,,http://i1.tribune.com.pk/wp-content/uploads/2015/01/818688-landslideee-1420718204-124-640x480.jpg,,glc,6656.0,Myanmar [Burma],MM,Kachin,90894.0,Myitkyina,112.91296,03/22/2015 08:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,96.3005,25.6172
Newkerala,http://www.newkerala.com/oct.php?action=fullnews&id=7498,285,09/29/2007 12:00:00 AM,,"National Highway, 45 Aizwal (Mizoram)","unsure of exact day, landslides blocked road somewhere in province","National Highway, 45 Aizwal (Mizoram)",50km,landslide,rain,medium,unknown,,,,,,glc,285.0,India,IN,Mizoram,25000.0,Kolasib,10.56357,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.6921,24.1293
E-PAO,http://e-pao.net/GP.asp?src=7..290611.jun11,3662,06/28/2011 12:00:00 AM,,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India","June 28 2011: Ikou-Gangpijang road, development work of which was left incomplete following some disputes in awarding the contract, has been disconnected following landslide.  Consequent upon the landslide, passenger buses travelling from Imphal could not proceed beyond Ikou.  The passengers travelling to Saikul have to cross the landslide area on foot, and then travel forward till Saikul from Gangpijang in passenger jeeps.  In case passenger jeeps are not available, people have to walk all the way to Saikul which is about 2.5 Kms away.  Development work on Sagolmang-Saikul road which passes through Ikou and Gangpijang was abandoned after completing around 80 per cent of the following disputes in the contract deals.  The development work of the road was abandoned after the work order was given to a second contractor.  Notably, taking serious note of the abandonment of the road development work, KSO Saikul and Kuki Inpi Saikul appealed to the Chief Minister to finish the work before ons","Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",25km,landslide,rain,medium,below_road,,,,,,glc,3662.0,India,IN,Manipur,223523.0,Imphal,0.44836,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.0144205,25.03561729
e-pao.net,http://e-pao.net/GP.asp?src=Snipp8..230813.aug13,5427,08/15/2013 12:00:00 AM,,"Koide Government High School, Senapati, Manipur","The heavy downpour in Senapati during the past weeks has caused landslides and flood like situation in low land areas in many parts of the district. Besides the National Highway, State highway and Inter Village Roads were badly affected by the downpour. Meanwhile, a press note issued by the Headmaster of Koide Government High School stated that vast portion of school compound in its Southern side has been washed away due to heavy downpour in recent past. It stated that approximately 118 ft in length and 20 ft in height portion of land was washed away. The villagers sought the immediate action of the concerned department to save the lone school building in the village from further collapse and damage, maintained the press note.","Koide Government High School, Senapati, Manipur",5km,landslide,downpour,medium,unknown,,,,,,glc,5427.0,India,IN,Nāgāland,92113.0,Kohima,33.20312,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1884,25.3833
Assam Times,http://www.assamtimes.org/node/15150,8339,09/23/2015 12:00:00 AM,,Kamakhya Temple,Surface communication remains heavily disrupted atop the Nilachal Hill when a huge rock collapsed on the road leading to the historic Kamakhya temple on Wednesday.It took several hours for PWD and forest officials to clear the road after the rock along with uprooted trees blocked a portion of the hillside road in the morning. There is no report of casualty. Local residents fear the repeat of more landslide in view of the non stopped rains during the last 48 hours. The authority have asked the residents in the hillock to come down to the safe places to avoid further disaster.Tourists from the far flung areas have been remaining stranded on way to the historic Kamakhya temple from early in the morning.,Kamakhya Temple,1km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,8339.0,India,IN,Assam,17516.0,North Guwāhāti,3.77975,07/06/2016 12:43:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7042,26.1666
www.nagalandpost.com,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA0NjAwNw%3D%3D-%2FtfIAOw1uMk%3D,4905,06/07/2013 12:00:00 AM,,"Kuthur – Huker Road Via Y Anner, Chessore, Nagaland","Chessore  Area  Village  Councils  and VDBs comprising  of five villages _ Chessore, Huker, Aiponger, Y. Anner and  Kuthur villages _ after thoroughly deliberating on the issue of road blockade caused by heavy landslide from Kuthur to Huker road via Y/ Anner and  Chessore village, have resolved to clear the blockade road. S. Neoji and R. Ramji said a joint meeting of Chessore area village councils and VDBs held meeting August 31 at Chessore village wherein it was resolved to deploy bulldozer to clear landslide along the road. They also stated that expenditure would be contributed from each VDB of five villages under MGNRES scheme under 2013- 14, as the road was the lifeline of the people of the area.","Kuthur – Huker Road Via Y Anner, Chessore, Nagaland",25km,landslide,unknown,medium,unknown,,,,,,glc,4905.0,India,IN,Nāgāland,33748.0,Tuensang,22.32574,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.7031,26.0977
E-Pao,http://www.e-pao.net/GP.asp?src=Snipp1..260716.jul16,9186,07/25/2016 12:30:00 PM,,"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India","Continuous downpour in the past three days led to a massive mudslide along Imphal-Dimapur road (NH-2) and destroyed 6 stalls constructed at the heart of Tadubi town at around 12.30pm today, reports NNN.  An 81 year old woman identified as S Koshuni, who was in one of the shops miraculously escaped with minor injuries.","Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",1km,landslide,continuous_rain,medium,above_road,0.0,1.0,,,,glc,9186.0,India,IN,Manipur,92113.0,Kohima,21.74404,07/26/2016 04:05:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1383,25.48
The Financial Express,http://print.thefinancialexpress-bd.com/2015/11/17/118258,8955,11/16/2015 12:00:00 AM,,Companiganj upazila of Sylhet district,"A labourer was killed in an incident of landslide while doing work of stone lifting in Companiganj upazila of Sylhet district on Monday. The deceased was identified as Anwar, 35. Witnesses said Anwar, along with other labourers, was lifting stone from Shah Arefin Hill at noon. At a stage, a chunk of mud from the hill crashed on Anwar around 12pm, leaving him injured. Later, he was rushed to Companiganj health complex where on-duty doctors declared him dead, according to a news agency.",Companiganj upazila of Sylhet district,1km,landslide,unknown,small,mine,1.0,0.0,,,,glc,8955.0,Bangladesh,BD,Sylhet,39218.0,Chhātak,10.8974,07/14/2016 02:49:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7783,25.0821
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-15/guwahati/40589516_1_southern-angami-youth-organization-jessami-tadubi,5107,07/15/2013 12:00:00 AM,,"National Highway 29 Near Phesama Village, Nagaland","Heavy landslide caused by incessant rain for the last couple of weeks has blocked National Highway 29 along Phesama village, about 12 km from here. This has affected Manipur as it is one of the main highways connecting the state with the rest of the country. A stretch of about 200 feet of the highway has been swept down to a distance of 500 to 600 feet into the valley. The landslide has completely cut off movement of vehicles, secluding the southern Angami areas and neighbouring state of Manipur.","National Highway 29 Near Phesama Village, Nagaland",10km,landslide,rain,medium,unknown,0.0,,,,,glc,5107.0,India,IN,Nāgāland,92113.0,Kohima,5.30049,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1139,25.6269
Dhaka Tribune,http://www.dhakatribune.com/bangladesh/2015/feb/23/4-died-sylhet-landslide,6792,02/22/2015 08:30:00 PM,,Bholaganj stone quarry in Companyganj upazila,"Witnesses said a chunk of mud collapsed on them around 8:30pm, while the labourers were digging up stones at the quarry, leaving them dead on the spot.",Bholaganj stone quarry in Companyganj upazila,5km,mudslide,mining,medium,mine,4.0,0.0,,,,glc,6792.0,Bangladesh,BD,Sylhet,39218.0,Chhātak,13.78623,02/24/2015 05:25:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7483,25.1472
Assam Times,http://www.assamtimes.org/node/14309,7253,07/22/2015 12:00:00 AM,,Lakhipur,"Five persons of a family were buried alive when a huge hillock collapsed on their house in Cachar district on Wednesday. The incident took place in the wee hours at Lakhipur are when a huge hillock slipped into the house where Zubeda Khatun along with her four children lived in.  “It came to light at around 10 in the morning as the local residents had to keep themselves confined to their homes because of the incessant rains,” a local resident told Assam Times over telephone.",Lakhipur,5km,landslide,continuous_rain,medium,urban,5.0,0.0,,,,glc,7253.0,India,IN,Assam,12871.0,Lakhipur,1.31262,07/22/2015 03:44:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.9974,24.7979
news4u.co,http://news4u.co.in/?tag=darjeeling,1089,08/16/2009 01:30:00 AM,,"Gourishankar tea estate premises, Darjeeling, West Bengal","At least five persons including three members of a family were killed and the National Highway number 55 which connects Darjeeling hills with the plains was cut off following a series of landslides on Sunday.   Three members of a family were killed when their house collapsed in a landslide in the wee hours of today (Monday) at Gouri Shankar Tea Garden, Darjeeling District Magistrate Surendera Gupta said. Other report: Padam Thami, a resident of Gauri Shankar garden, said the landslide struck around 1.30am today. “The hillside came tumbling down when the Bhujels were sleeping in their house. The hills came down so fast that neither of the three could escape,” said Thami. Two cows owned by Bhujel were also buried in the debris.In the same garden, but 1.5km away at Lower Sirubari, Kala Sherpa, 40, could not flee his house in time. His family members, however, escaped. ","Gourishankar tea estate premises, Darjeeling, West Bengal",10km,landslide,downpour,medium,unknown,4.0,,,,,glc,1089.0,India,IN,Bengal,515574.0,Shiliguri,11.12389,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.363,26.7914
Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,6286,09/22/2014 12:00:00 AM,,Garchuk,another road in Garchuk was also blocked due to landslide.,Garchuk,5km,landslide,rain,small,unknown,0.0,0.0,,,,glc,6286.0,India,IN,Assam,899094.0,Guwahati,9.63258,10/21/2014 03:30:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7082,26.1044
Hindustan Times,http://www.hindustantimes.com/india-news/at-least-30-killed-houses-swept-away-in-darjeeling-landslides/article1-1364708.aspx,7040,07/01/2015 12:00:00 AM,,Sukhiapokhari,At least 30 people were killed in landslides triggered by heavy rainfall in West Bengal's Darjeeling district early on Wednesday even as more reports of major damages were pouring in.,Sukhiapokhari,1km,landslide,downpour,medium,unknown,1.0,0.0,,,,glc,7040.0,India,IN,West Bengal,123797.0,Dārjiling,10.64172,10/15/2015 09:40:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.167,26.9978
Telegraph,http://www.telegraphindia.com/1150218/jsp/siliguri/story_3972.jsp#.VOUXUPnF98E,6782,09/28/2011 12:00:00 AM,,NH55 at Tindharia,"Before the Paglajhora stretch could be mended, two landslides - in September 2011 and July 2012 - washed away another section of NH55 at Tindharia, which is 10km from Paglajhora.",NH55 at Tindharia,exact,landslide,rain,medium,below_road,0.0,0.0,,http://dhrs.org/wpimages/wpd7e7f178_05_06.jpg,,glc,6782.0,India,IN,West Bengal,46427.0,Kārsiyāng,6.71494,02/18/2015 11:23:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.3372,26.8545
kanglaonline,http://www.kanglaonline.com/index.php?template=headline&newsid=42473&typeid=2,594,06/19/2008 12:00:00 AM,,"Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur",mudslide 30-40 feet long,"Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur",25km,mudslide,monsoon,medium,unknown,,,,,,glc,594.0,India,IN,Manipur,223523.0,Imphal,18.23429,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.8275,24.9336
www.morungexpress.com,http://www.morungexpress.com/local/103875.html,5337,08/16/2013 12:00:00 AM,,"Yakshu, Nagaland","The Deputy Commissioner Mon, Angau I Thou, IAS accompanied by ADC Tobu, SDO Civil Mon, DPRO and DBs visited the major landslide area near Yakshu field, which occurred on August 16 last and cut off the Tobu area from the district Hq. The mudslide had damaged the Telangso Hydro Project Channel, resulting in non-functioning of the hydro project. The DC Mon interacted with the leaders of Tobu at Telangso Hydro Project rest house. She expressed her appreciation to the people of the area for taking the initiatives in bringing essential commodities through alternative route via Longleng district without any complaint. She also urged upon the people of the area to continue to extend their cooperation in maintaining peace and tranquility in the area for development. She also informed that road to Monyakshu headquarter is via Chen area and trucks carrying essential commodity are plying normally. On the inquiry of the DC, it was learnt that the road would be cleared only after retrieving the JCB ","Yakshu, Nagaland",5km,landslide,rain,medium,unknown,,,,,,glc,5337.0,India,IN,Nāgāland,33748.0,Tuensang,22.58609,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.9731,26.4205
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-08-06/guwahati/29861700_1_water-supply-drinking-water-landslides,3881,08/05/2011 12:00:00 AM,,Itanagar,"ITANAGAR: Heavy rainfall in the past 12 hours wrecked havoc in the Arunachal Pradesh capital with almost all major roads leading to the town being snapped off in many areas on the NH 52-A.  Rain induced landslides have cut off several places from the rest of the state, while many places within the capital complex near Karsingsa sinking zone, Lekhi village, A-sector Naharlagun and the Papunallah area have been severely affected by the calamity.  A bridge at Abotani Colony in Itanagar has been rendered unusable as siltation on the banks of the stream gave away. The onus for maintaining the bridge, which is frequented by VIPs, has fallen on the PWD as the urban department has expressed its inability to maintain the structure, official sources informed.",Itanagar,5km,landslide,downpour,medium,unknown,0.0,,,,,glc,3881.0,India,IN,Arunāchal Pradesh,26912.0,Naharlagun,0.67751,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.6885,27.1034
indianexpress,http://www.indianexpress.com/news/landslides-cut-off-arunachal-districts-iaf-to-the-rescue/833599/,3925,08/15/2011 12:00:00 AM,,"East Kameng, Arunachal Pradesh","landslides triggered off by heavy rain cutting off road communication in several districts of Arunachal Pradesh The situation has been particularly cut off in the East Kameng district in western Arunachal Pradesh, where incessant rains have played havoc with people's lives, washing away roads and disrupting power supply","East Kameng, Arunachal Pradesh",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3925.0,India,IN,Arunāchal Pradesh,7121.0,Bomdila,63.47818,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.0153,27.4888
Hindustan Times,http://www.hindustantimes.com/india/20-dead-several-houses-swept-away-in-manipur-landslide/story-KoP6OouFBWhqxSdcnLrXJN.html,7383,08/01/2015 12:00:00 AM,,"Tuitung village, Khengjoi","Several houses of Hollenjang, Wayang and Tuitung village under Khengjoi were also swept away by the landslide. The total number of casualties from these areas, if any, are not known so far.","Tuitung village, Khengjoi",5km,landslide,rain,medium,unknown,0.0,0.0,,,,glc,7383.0,India,IN,Manipur,44540.0,Mawlaik,38.95051,12/14/2015 08:53:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1434,23.899
Eastern Mirror,http://www.easternmirrornagaland.com/landslide-hampers-nh-102-traffic-restored/,8900,07/07/2016 12:00:00 AM,,"Imphal-Ukhrul sector of National Highway 102, Manipur, India","Estimated Date. Heavy landslide along the busy Imphal-Ukhrul sector of the National Highway 102 hampered vehicular traffic along the route forcing passenger buses to stop normal services since the last four days.  However smaller-sized vehicles such as cars, vans and gypsies managed to cross the landslide-hit Finch Corner area, 65 km north of Imphal only after the Border Road Task Force (BRTF) machinery cleared the area this afternoon, reports from Ukhrul said.  Earlier in the morning, most of the residents of Ukhrul district who usually takes 2-3 hours, took 6 hours to reach Imphal town by exchanging their vehicles at the two ends of the landslide-hit Finch corner area, according to a resident.  The picturesque Finch Corner areas witnessed heavy landslide measuring around 150 metres following continuous rain in the areas since the last few days.  Sources reaching here said that the BRTF personnel were currently taking all out efforts to restore normal traffic along the highway.","Imphal-Ukhrul sector of National Highway 102, Manipur, India",25km,landslide,monsoon,large,above_road,0.0,0.0,,,,glc,8900.0,India,IN,Manipur,223523.0,Imphal,43.61406,07/11/2016 07:51:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.3136,25.0118
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-02-20/guwahati/37199432_1_fire-mishap-east-siang-massive-landslide,4757,02/18/2013 12:00:00 AM,,"East Siang, Arunachal Pradesh","At least three persons died on the spot while two were seriously injured in a massive landslide that occurred in East Siang district.The accident occurred at 20 mile, which is 38 km from Pasighat town in East Siang district on Monday, sources said here on Tuesday.","East Siang, Arunachal Pradesh",5km,landslide,rain,medium,unknown,3.0,2.0,,,,glc,4757.0,India,IN,Arunāchal Pradesh,25581.0,Pāsighāt,16.99553,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,95.1645,28.1193
